Data,PGNiG,PKOBP,KGHM,ORANGE_PL,PKN
8/8/18,5.5792,40.18,92.4,5.03,93.18
8/9/18,5.6385,41.1,94,5,94.38
8/10/18,5.5693,39.61,90.3,4.84,92
8/13/18,5.4011,39.85,90.74,4.82,95.32
8/14/18,5.3714,39.42,89.44,4.95,97.8
8/16/18,5.4011,40.31,88,4.86,98.1
8/17/18,5.3022,39.15,84,4.87,95.72
8/20/18,5.3516,39.82,83.8,4.8,97.6
8/21/18,5.4011,41.1,86.74,4.83,97.14
8/22/18,5.4704,41.64,87.26,4.89,98.2
8/23/18,5.5396,42.48,86.74,4.94,96.66
8/24/18,5.3813,42.27,88.06,4.86,98.48
8/27/18,5.5396,43.25,92.18,5.01,99.2
8/28/18,5.6583,43.69,93.28,5.07,100
8/29/18,5.6286,42.65,92.92,4.98,100.65
8/30/18,5.7572,42.5,92.18,4.84,98.7
8/31/18,5.7572,42.2,90.8,4.86,98.24
9/3/18,5.7968,42.74,92.7,4.9,99.6
9/4/18,5.8759,41.9,88.04,4.74,98.12
9/5/18,5.7374,41.4,87.2,4.65,102
9/6/18,5.7869,41.7,87.08,4.6,101.15
9/7/18,5.8166,41.08,84.66,4.51,102.35
9/10/18,5.8265,41.8,85.5,4.58,101.75
9/11/18,5.7968,41.02,82.56,4.55,104.85
9/12/18,5.8067,39.58,83.06,4.42,104.25
9/13/18,6.0342,39.96,84.6,4.39,103.4
9/14/18,6.0342,40.5,84.84,4.39,99.42
9/17/18,5.866,39.86,82.9,4.26,100.45
9/18/18,5.9452,40.6,85.5,4.35,100.1
9/19/18,5.965,42.1,87.4,4.35,98.5
9/20/18,5.8759,41.86,87.18,4.43,97
9/21/18,5.9847,41.5,89.5,4.45,97.64
9/24/18,6.1628,41.49,90.86,4.47,100.65
9/25/18,6.2716,42.54,91.08,4.5,100.15
9/26/18,6.3508,42.94,92.9,4.58,100.15
9/27/18,6.3804,43.03,90.32,4.65,102.15
9/28/18,6.4002,42.9,89.1,4.44,101
10/1/18,6.3112,42.2,89.36,4.5,102.7
10/2/18,6.5288,42.2,90.38,4.56,98.96
10/3/18,6.4892,42.55,90.4,4.5,98.68
10/4/18,6.5981,42.4,88.6,4.47,99.28
10/5/18,6.4299,42.05,86.88,4.59,97.32
10/8/18,6.2815,41.58,86.78,4.45,95.46
10/9/18,6.5486,42.15,87.28,4.45,97.84
10/10/18,6.42,40.42,85.5,4.44,94.52
10/11/18,6.2716,39.63,84.6,4.41,93.62
10/12/18,6.3508,39.59,85.4,4.45,96.3
10/15/18,6.3508,38.5,83.78,4.41,95.48
10/16/18,6.5189,39.66,83.9,4.45,97.64
10/17/18,6.5585,40.06,84.2,4.48,95.14
10/18/18,6.4497,40.28,84.16,4.55,94
10/19/18,6.4101,40.72,84.64,4.58,93.84
10/22/18,6.4794,40,85.74,4.58,93.42
10/23/18,6.3409,39.51,82.94,4.6,91
10/24/18,6.1826,39.5,83,4.57,91.5
10/25/18,6.0837,40.05,83.52,4.6,88.32
10/26/18,5.9056,39.02,82.74,4.45,84.84
10/29/18,6.0639,39.06,84.14,4.37,88.72
10/30/18,6.143,39.4,84.7,4.44,90.88
10/31/18,6.1925,39.93,86.88,4.34,92.24
11/2/18,6.2815,40.39,90.26,4.4,93.5
11/5/18,6.3606,41.52,90.34,4.49,96.18
11/6/18,6.3804,41.09,89.16,4.62,96.5
11/7/18,6.3606,42.08,90.78,4.7,97.62
11/8/18,6.4991,42.15,90.96,4.8,94
11/9/18,6.232,41.72,89.3,4.66,96.44
11/13/18,6.2914,41.39,93,4.62,95.62
11/14/18,6.2419,41.38,91.2,4.79,97.8
11/15/18,6.1035,40.32,90,4.72,97.62
11/16/18,6.1826,37.9,91.2,4.58,99
11/19/18,6.1826,39.14,91.24,4.54,101.8
11/20/18,5.9946,38.9,88.82,4.57,101.1
11/21/18,6.2024,39.76,90.64,4.75,102.45
11/22/18,6.42,39.45,91.18,4.88,104.6
11/23/18,6.27,39.89,89.94,4.91,102.15
11/26/18,6.28,39.72,88.1,4.89,101.2
11/27/18,6.22,40.09,87.3,4.66,105.7
11/28/18,6.3,40.85,89.9,4.75,109.9
11/29/18,6.33,41.7,90.28,4.75,112.85
11/30/18,6.45,40.91,89.72,4.78,110.1
12/3/18,6.67,41.57,93.5,4.8,109.1
12/4/18,6.76,41.96,92.6,4.8,108.9
12/5/18,6.83,41.8,92,4.96,110.5
12/6/18,6.79,40.62,89.32,4.77,107.5
12/7/18,7,40.03,89,4.84,106.85
12/10/18,6.87,39.5,85.8,4.77,105.25
12/11/18,6.74,38.42,87.1,4.72,106
12/12/18,6.58,40.05,88.96,4.68,111
12/13/18,6.75,40.5,90.4,4.76,113.5
12/14/18,6.9,40.86,90.52,4.88,111.75
12/17/18,6.78,40.93,89.78,4.77,107.3
12/18/18,6.72,41.6,88.92,4.79,106.65
12/19/18,6.73,41.59,89.68,4.95,108.15
12/20/18,6.91,40.61,89.46,4.83,107.7
12/21/18,6.79,39.23,88.7,4.75,104.1
12/27/18,6.86,39.4,88.5,4.68,106.3
12/28/18,6.91,39.47,88.88,4.79,108.15
