Data,PGNiG,PKOBP,KGHM,ORANGE_PL,PKN
1/5/09,2.9816,26.291,15.553,11.428,22.496
1/6/09,3.0694,26.917,16.827,11.438,23.178
1/7/09,3.0853,26.615,16.925,11.438,22.373
1/8/09,3.0694,25.802,16.879,11.321,22.928
1/9/09,2.9497,24.693,16.676,11.087,22.014
1/12/09,2.9896,23.738,16.064,11.232,21.815
1/13/09,2.9896,23.018,15.869,11.327,21.849
1/14/09,2.9896,21.573,15.095,11.288,21.167
1/15/09,2.9419,21.212,15.196,11.46,20.752
1/16/09,2.9419,21.94,15.925,11.489,20.769
1/19/09,2.8542,21.292,16.164,11.16,19.605
1/20/09,2.9497,20.717,16.125,11.438,19.522
1/21/09,3.0215,21.565,15.956,11.717,20.354
1/22/09,3.0215,21.363,14.33,11.544,19.107
1/23/09,3.0773,20.392,14.024,11.656,19.441
1/26/09,3.0853,21.501,15.732,11.456,19.73
1/27/09,2.9737,20.522,14.839,11.382,18.758
1/28/09,3.0055,21.185,15.196,11.27,19.107
1/29/09,2.9977,20.853,15.369,11.131,18.36
1/30/09,3.0297,19.997,15.349,11.019,18.608
2/2/09,3.0135,18.919,14.779,11.019,17.728
2/3/09,2.9896,17.623,14.839,10.881,16.416
2/4/09,2.9816,17.551,16.064,10.658,17.279
2/5/09,2.9419,17.696,16.574,10.54,17.778
2/6/09,2.7664,18.342,17.848,10.462,18.857
2/9/09,2.7984,19.422,19.097,10.658,19.107
2/10/09,2.7984,19.242,18.654,10.769,19.064
2/11/09,2.7824,18.782,17.389,10.658,18.692
2/12/09,2.7744,17.948,16.574,10.595,18.218
2/13/09,2.7424,18.055,17.108,10.652,17.778
2/16/09,2.6388,16.63,17.593,10.512,17.229
2/17/09,2.583,14.717,16.827,10.044,16.041
2/18/09,2.6708,14.257,17.287,10.099,17.237
2/19/09,2.7266,15.106,17.261,10.333,18.152
2/20/09,2.7106,14.401,16.833,10.322,18.152
2/23/09,2.6308,13.919,17.236,10.044,18.277
2/24/09,2.7266,13.624,16.956,10.239,18.277
2/25/09,2.7185,13.595,16.634,10.099,17.62
2/26/09,2.8222,14.135,18.103,9.965,17.82
2/27/09,2.7504,13.803,17.415,9.876,17.114
3/2/09,2.7824,13.667,17.95,10.128,17.479
3/3/09,2.8222,13.954,18.867,9.993,17.902
3/4/09,2.7824,14.854,21.29,10.044,18.593
3/5/09,2.7903,14.545,21.366,9.965,18.235
3/6/09,2.8302,15.041,22.217,10.099,18.485
3/9/09,2.7903,14.818,21.443,10.071,18.194
3/10/09,2.7266,15.608,22.488,10.054,18.218
3/11/09,2.7504,15.753,22.387,10.462,18.485
3/12/09,2.7664,16.005,21.98,10.5,18.292
3/13/09,2.6868,16.113,21.672,10.456,17.852
3/16/09,2.7106,16.479,22.667,10.618,18.002
3/17/09,2.6388,15.998,22.183,10.233,17.638
3/18/09,2.6548,15.551,21.837,10.049,17.437
3/19/09,2.7585,15.94,23.044,10.385,17.662
3/20/09,2.8144,16.177,23.468,10.322,17.944
3/23/09,2.7345,16.904,25.192,10.546,18.284
3/24/09,2.7504,16.796,25.523,10.579,18.152
3/25/09,2.8302,17.601,25.497,11.16,20.644
3/26/09,2.8063,17.372,25.701,10.909,21.009
3/27/09,2.7984,16.537,23.662,10.692,20.104
3/30/09,2.7984,15.307,22.335,10.825,19.597
3/31/09,2.6868,15.408,23.3,10.49,19.771
4/1/09,2.6468,15.415,23.686,10.729,20.369
4/2/09,2.7345,16.653,26.007,10.909,22.039
4/3/09,2.8144,16.688,27.232,11.076,21.798
4/6/09,2.7585,17.473,27.435,11.27,21.176
4/7/09,2.6708,17.408,26.007,10.797,20.644
4/8/09,2.7504,18.703,27.027,10.931,22.014
4/9/09,2.7984,19.026,28.657,10.936,23.759
4/14/09,2.7106,19.515,29.78,10.495,23.551
4/15/09,2.7345,19.637,29.78,10.82,23.261
4/16/09,2.7903,19.551,29.118,10.83,22.73
4/17/09,2.8063,18.378,28.455,10.556,21.35
4/20/09,2.878,17.429,27.129,10.517,20.752
4/21/09,2.862,17.422,27.41,10.551,20.685
4/22/09,2.926,17.839,28.557,10.378,20.271
4/23/09,2.9338,17.933,28.097,10.574,21.002
4/24/09,2.9896,18.263,29.933,10.752,22.007
4/27/09,2.9737,18.27,29.271,10.546,21.607
4/28/09,2.9419,17.875,28.506,10.027,20.718
4/29/09,3.0135,18.695,29.857,9.758,21.6
4/30/09,3.0694,19.328,30.265,9.864,22.082
5/4/09,3.1092,20.357,32.126,10.016,23.344
5/5/09,3.1173,20.429,32.152,9.758,23.12
5/6/09,3.0933,20.314,31.999,9.793,22.504
5/7/09,3.0694,20.465,32.738,9.681,22.306
5/8/09,3.0694,20.141,35.697,9.737,22.928
5/11/09,3.0376,20.012,35.594,9.4128,22.43
5/12/09,3.0694,20.536,34.676,9.658,23.261
5/13/09,3.0455,20.105,33.35,9.876,22.014
5/14/09,3.0215,19.494,33.376,9.96,22.339
5/15/09,3.0215,19.242,34.165,9.887,22.115
5/18/09,3.0455,19.399,35.135,9.932,23.029
5/19/09,2.9977,19.709,36.383,9.965,23.992
5/20/09,3.1012,19.494,36.665,9.72,23.51
5/21/09,3.0853,19.047,35.594,9.4863,22.803
5/22/09,3.0694,18.788,35.798,9.2896,22.671
5/25/09,3.0694,18.738,35.543,9.2123,22.439
5/26/09,3.0534,18.803,35.95,9.2562,23.012
5/27/09,3.133,18.86,35.976,9.541,24.175
5/28/09,3.0215,18.415,35.569,9.564,23.677
5/29/09,3.0203,17.983,35.746,9.3192,24.091
6/1/09,3.1012,19.386,37.99,9.681,25.338
6/2/09,3.2687,19.349,39.062,9.764,27.157
6/3/09,3.2687,18.846,38.4,9.658,26.252
6/4/09,3.3484,19.242,38.807,9.876,26.5
6/5/09,3.3722,19.206,39.469,9.831,26.293
6/8/09,3.3883,18.164,38.449,9.899,25.006
6/9/09,3.468,17.631,39.979,9.868,25.754
6/10/09,3.508,18.415,42.579,9.819,25.754
6/12/09,3.5396,18.854,44.363,9.679,26.584
6/15/09,3.476,18.99,43.09,9.831,25.837
6/16/09,3.3804,19.07,43.701,9.819,25.338
6/17/09,3.2209,18.703,41.712,9.758,23.418
6/18/09,3.3962,18.703,41.687,9.661,23.386
6/19/09,3.3722,19.142,42.477,9.776,23.992
6/22/09,3.2447,18.523,38.756,9.2648,22.014
6/23/09,3.3563,18.523,38.4,9.3307,21.276
6/24/09,3.2767,18.307,40.948,9.4233,21.441
6/25/09,3.2049,17.975,41.305,9.3927,21.45
6/26/09,3.2287,18.164,42.582,9.2161,21.409
6/29/09,3.2287,18.954,42.733,9.2161,21.682
6/30/09,3.2368,18.342,41.56,9.3746,21.915
7/1/09,3.2527,18.839,42.275,9.575,22.181
7/2/09,3.189,18.378,40.284,9.698,21.183
7/3/09,3.1652,18.069,39.163,9.575,20.851
7/6/09,3.173,18.055,38.882,9.386,20.436
7/7/09,3.189,18.033,39.415,9.514,20.17
7/8/09,3.1173,18.119,40.032,9.746,20.478
7/9/09,3.1252,18.149,41.763,9.868,21.102
7/10/09,3.0933,18.164,40.158,9.521,20.354
7/13/09,3.1092,18.127,40.26,9.698,21.31
7/14/09,3.1492,19.573,42.445,9.758,22.264
7/15/09,3.2209,20.098,44.57,9.643,22.596
7/16/09,3.173,20.385,44.899,9.636,22.14
7/17/09,3.1173,20.573,45.439,9.3622,21.682
7/20/09,3.3563,21.796,47.833,9.4529,22.514
7/21/09,3.3962,22.155,47.894,9.636,23.244
7/22/09,3.3164,21.428,46.576,9.606,22.555
7/23/09,3.5238,21.687,48.611,9.636,23.677
7/24/09,3.4999,22.643,49.539,9.698,23.743
7/27/09,3.5478,23.018,50.287,9.569,23.103
7/28/09,3.4282,21.947,49.09,9.691,22.097
7/29/09,3.4282,22.083,48.492,9.1665,22.471
7/30/09,3.6434,23.738,51.395,9.2095,23.759
7/31/09,3.5493,23.961,51.785,9.0815,23.626
8/3/09,3.5956,23.918,55.616,9.1484,23.926
8/4/09,3.5238,23.45,57.322,9.093,23.427
8/5/09,3.3644,22.731,53.879,8.8428,22.763
8/6/09,3.4121,23.018,54.179,8.7762,22.928
8/7/09,3.4354,23.74,52.711,9.2944,23.884
8/10/09,3.4272,23.796,51.785,9.71,24.491
8/11/09,3.3164,22.658,48.79,9.91,23.261
8/12/09,3.2687,22.314,48.221,10.245,22.986
8/13/09,3.3325,23.299,50.827,10.185,23.626
8/14/09,3.2447,23.227,50.916,9.936,22.845
8/17/09,3.2401,22.026,49.239,9.4586,22.238
8/18/09,3.2238,22.507,50.048,9.63,22.106
8/19/09,3.2643,22.874,49.09,9.654,22.421
8/20/09,3.3867,23.665,51.275,9.758,22.795
8/21/09,3.468,25.169,53.251,10.003,23.751
8/24/09,3.4599,25.888,54.777,10.033,24.491
8/25/09,3.4599,25.967,54.179,10.063,24.491
8/26/09,3.4192,25.179,52.383,9.886,24.755
8/27/09,3.3704,25.536,50.287,9.758,24.358
8/28/09,3.2971,25.536,52.683,9.99,24.44
8/31/09,3.1504,25.393,51.245,9.819,24.258
9/1/09,3.175,25.605,51.185,9.965,23.759
9/2/09,3.0528,23.94,48.971,9.881,23.012
9/3/09,3.0203,23.235,49.689,10.003,23.053
9/4/09,3.0122,23.162,49.689,9.971,22.813
9/7/09,3.1342,23.413,51.455,10.277,23.759
9/8/09,3.0936,23.235,53.221,10.32,23.958
9/9/09,3.1017,23.413,53.221,10.185,24.384
9/10/09,3.0936,22.655,52.683,10.307,24.091
9/11/09,3.0284,22.336,51.006,10.063,23.319
9/14/09,2.9715,21.907,50.048,10.063,22.555
9/15/09,2.9795,22.077,50.287,9.959,22.555
9/16/09,3.1098,22.655,52.053,9.881,23.079
9/17/09,3.0936,23.16,52.083,9.838,23.344
9/18/09,3.1098,23.308,50.648,9.849,22.72
9/21/09,3.1098,23.701,50.287,9.728,22.845
9/22/09,3.1667,25.074,54.179,9.985,24.258
9/23/09,3.1667,25.794,54.478,10.008,24.79
9/24/09,3.1586,25.964,52.683,9.819,24.423
9/25/09,3.0936,25.693,51.785,9.758,24.914
9/28/09,3.118,25.524,51.844,9.776,26.228
9/29/09,3.004,24.64,50.886,9.551,25.754
9/30/09,2.9307,24.89,51.725,9.636,24.715
10/1/09,2.9715,24.785,52.562,9.881,25.546
10/2/09,2.8492,25.396,50.616,9.575,24.125
10/5/09,2.8004,25.162,50.466,9.971,24.3
10/6/09,2.9062,26.216,52.532,10.338,24.923
10/7/09,2.8249,25.444,51.485,10.106,24.755
10/8/09,2.8737,25.685,52.472,9.886,24.923
10/9/09,2.8737,25.718,53.52,9.849,24.755
10/12/09,2.8656,25.806,54.718,10.075,24.881
10/13/09,2.8492,25.629,53.939,10.063,24.591
10/14/09,2.8167,26.69,56.063,10.502,25.338
10/15/09,2.7841,26.448,56.753,10.124,25.311
10/16/09,2.8492,26.69,56.872,10.033,25.837
10/19/09,2.8575,27.935,58.25,10.369,26.417
10/20/09,2.9226,28.137,58.669,10.63,26.75
10/21/09,3.0366,28.226,59.805,10.978,26.742
10/22/09,3.061,28.539,59.867,10.965,26.584
10/23/09,3.0366,28.941,61.064,11.521,26.949
10/26/09,3.0122,28.177,60.464,11.612,26.742
10/27/09,2.939,27.735,58.13,11.466,26.293
10/28/09,2.939,27.237,55.974,10.844,25.562
10/29/09,2.9307,28.379,58.669,10.722,25.669
10/30/09,2.89,27.896,59.207,10.429,25.338
11/2/09,2.8656,28.057,58.369,10.374,24.865
11/3/09,2.8086,26.932,56.753,10.063,24.166
11/4/09,2.8492,28.016,58.879,10.338,24.34
11/5/09,2.8575,28.941,60.464,10.417,25.006
11/6/09,2.8492,28.555,59.327,10.149,24.591
11/9/09,2.8818,29.665,62.86,10.478,25.504
11/10/09,2.8982,29.705,63.936,10.49,25.644
11/12/09,3.0366,30.042,64.955,10.332,26.169
11/13/09,3.0122,30.163,63.757,10.014,25.546
11/16/09,3.0366,31.594,65.494,10.124,26.086
11/17/09,3.0692,31.112,65.733,10.216,26.559
11/18/09,2.9552,30.388,64.656,9.856,25.338
11/19/09,2.9957,29.263,62.918,9.819,25.13
11/20/09,3.061,29.753,64.056,9.771,25.587
11/23/09,3.1504,30.959,65.972,9.71,26.41
11/24/09,3.1504,30.541,64.056,9.698,25.346
11/25/09,3.118,29.833,65.254,9.758,25.628
11/26/09,3.0692,29.383,63.877,9.881,25.42
11/27/09,3.0692,29.785,62.86,9.643,25.213
11/30/09,3.0692,30.227,64.536,9.831,25.837
12/1/09,3.0853,30.541,64.656,9.886,26.335
12/2/09,3.1017,30.549,65.254,9.881,26.385
12/3/09,3.0936,30.621,64.835,10.069,26.169
12/4/09,3.0936,31.353,66.272,10.459,26.584
12/7/09,3.0936,31.353,65.193,10.338,26.634
12/8/09,2.9795,30.508,64.536,10.003,26.252
12/9/09,2.9795,29.351,61.782,9.795,26.268
12/10/09,2.9795,29.665,59.566,9.971,26.343
12/11/09,3.0284,29.866,60.645,10.106,25.936
12/14/09,3.0528,30.421,60.165,10.057,26.335
12/15/09,3.0853,30.146,60.645,9.886,26.5
12/16/09,3.1342,29.97,60.525,9.954,26.5
12/17/09,3.1342,29.825,59.268,9.764,26.169
12/18/09,3.175,30.477,58.549,9.667,25.754
12/21/09,3.1342,30.799,59.238,9.758,26.201
12/22/09,3.175,30.951,61.243,9.771,26.709
12/23/09,3.1586,30.79,61.183,9.636,27.58
12/28/09,3.175,31.232,62.86,9.856,28.329
12/29/09,3.1504,30.646,64.536,9.758,28.586
12/30/09,3.1504,30.146,63.877,9.679,28.204
12/31/09,3.0853,30.549,63.458,9.679,28.204
1/4/10,3.0936,31.096,64.955,9.764,29.409
1/5/10,3.1017,30.991,63.697,10.003,30.489
1/6/10,3.0936,31.144,65.254,10.117,30.572
1/7/10,3.0122,30.991,62.321,9.99,30.53
1/8/10,2.9877,31.071,62.561,10.112,30.114
1/11/10,3.0447,31.272,64.177,10.117,30.53
1/12/10,3.0284,31.031,63.877,10.088,29.891
1/13/10,3.0284,31.112,63.518,10.277,29.732
1/14/10,3.0772,31.112,63.518,9.996,29.641
1/15/10,3.118,31.015,63.877,9.892,29.16
1/18/10,3.1098,31.272,65.254,9.838,29.698
1/19/10,3.1017,32.157,64.296,9.868,29.732
1/20/10,3.0528,32.398,63.518,9.996,29.905
1/21/10,3.0122,32.518,62.44,9.875,29.848
1/22/10,2.9633,31.955,61.243,9.789,28.661
1/25/10,3.0772,32.357,61.662,9.856,28.744
1/26/10,3.0692,31.675,59.867,9.8,28.329
1/27/10,3.0366,31.675,58.699,9.819,27.913
1/28/10,3.0772,31.699,57.502,9.819,27.622
1/29/10,3.1057,31.555,58.069,9.908,28.037
2/1/10,3.0853,31.353,58.071,9.789,27.771
2/2/10,3.0772,31.353,59.867,9.667,28.412
2/3/10,3.1098,31.666,59.059,9.739,28.703
2/4/10,3.0284,29.985,55.076,9.4529,27.249
2/5/10,2.89,28.186,51.785,9.239,26.169
2/8/10,2.9062,28.274,52.683,9.1541,26.045
2/9/10,2.8818,28.741,53.879,9.1484,26.335
2/10/10,2.8656,29.021,53.879,9.2276,26.916
2/11/10,2.833,28.314,53.131,9.4233,25.794
2/12/10,2.9226,29.182,54.118,9.4471,25.985
2/15/10,2.9144,30.669,54.897,9.575,26.385
2/16/10,2.9144,30.202,55.106,9.2209,26.5
2/17/10,2.9226,30.702,56.872,9.282,26.874
2/18/10,2.8737,29.793,56.724,9.2648,26.169
2/19/10,2.947,29.665,57.472,9.1913,26.5
2/22/10,2.9552,29.825,57.83,9.3746,27.123
2/23/10,2.9144,29.207,56.633,9.606,26.318
2/24/10,2.9552,29.029,56.274,9.4844,26.126
2/25/10,2.8818,28.515,55.138,9.239,26.436
2/26/10,2.89,29.552,57.711,9.4414,27.198
3/1/10,2.8737,29.905,58.849,9.325,27.655
3/2/10,2.89,30.341,59.746,9.4166,28.577
3/3/10,2.8982,30.307,60.464,9.3927,28.661
3/4/10,2.89,30.549,59.926,9.63,28.744
3/5/10,2.9144,30.549,60.764,9.758,29.367
3/8/10,2.9226,30.79,61.064,9.936,29.741
3/9/10,2.9062,30.669,60.825,9.91,29.574
3/10/10,2.9226,30.669,61.662,9.941,29.741
3/11/10,3.0122,30.388,61.302,9.856,29.416
3/12/10,2.9715,30.638,61.064,9.899,29.724
3/15/10,2.9715,30.709,59.926,9.8,29.549
3/16/10,3.0284,31.409,61.722,9.849,30.489
3/17/10,3.0203,31.835,61.662,10.033,31.651
3/18/10,2.9715,31.875,61.423,9.899,31.493
3/19/10,2.9795,31.996,61.064,10.161,31.486
3/22/10,3.004,31.232,61.123,9.954,31.776
3/23/10,3.0122,31.675,61.902,10.179,31.893
3/24/10,2.9957,31.272,61.183,10.088,32.151
3/25/10,2.9795,32.269,62.561,10.185,32.897
3/26/10,2.9877,32.23,63.158,10.185,32.151
3/29/10,2.9715,31.835,63.218,10.191,32.066
3/30/10,2.9795,32.141,63.997,10.161,32.441
3/31/10,2.9808,32.116,64.238,9.889,32.234
4/1/10,2.9957,33.684,65.554,10.161,32.315
4/6/10,3.0122,34.166,66.212,10.063,32.731
4/7/10,3.0122,34.166,65.554,10.033,32.1
4/8/10,2.9877,33.603,64.177,10.033,31.252
4/9/10,2.9795,33.716,66.451,10.149,31.519
4/12/10,2.9633,34.086,69.444,10.161,31.535
4/13/10,2.9877,34.239,69.444,10.167,31.486
4/14/10,2.9957,34.986,69.504,10.161,31.818
4/15/10,2.9877,35.283,69.265,10.161,31.958
4/16/10,2.9633,35.05,67.768,10.167,31.983
4/19/10,2.8982,34.175,67.768,9.971,30.863
4/20/10,2.9226,34.809,69.086,9.954,31.486
4/21/10,2.9144,33.844,67.05,10.117,31.735
4/22/10,2.8656,32.88,65.314,9.971,30.705
4/23/10,2.8976,32.879,66.512,10.091,30.78
4/26/10,2.9062,33.564,69.086,10.106,31.593
4/27/10,2.8492,33.001,67.349,10.027,31.561
4/28/10,2.8575,32.366,65.852,9.826,30.654
4/29/10,2.8737,33.917,66.451,9.881,31.66
4/30/10,2.8393,34.327,66.153,9.788,32.491
5/4/10,2.7435,32.703,62.86,9.539,30.937
5/5/10,2.7271,32.252,60.285,9.4529,30.921
5/6/10,2.7027,32.333,59.867,9.3622,30.612
5/7/10,2.6295,30.951,58.669,9.3068,29.567
5/10/10,2.7271,33.338,62.979,9.4844,31.02
5/11/10,2.8004,32.88,61.602,9.575,31.277
5/12/10,2.7678,32.961,62.86,9.575,31.735
5/13/10,2.6946,32.8,62.561,9.575,32.225
5/14/10,2.6621,32.164,60.464,9.2877,31.235
5/17/10,2.7271,32.961,59.746,9.587,32.234
5/18/10,2.7678,33.363,58.908,9.594,32.715
5/19/10,2.6458,32.277,55.765,9.4042,31.818
5/20/10,2.5726,31.031,53.879,9.3622,31.069
5/21/10,2.6295,31.353,55.674,9.3975,30.239
5/24/10,2.6375,31.183,55.674,9.4109,30.604
5/25/10,2.6375,30.146,54.088,9.4347,29.698
5/26/10,2.8492,32.149,56.095,9.545,30.489
5/27/10,2.7924,32.157,57.65,9.587,31.235
5/28/10,2.7924,32.961,58.49,9.503,31.859
5/31/10,2.7977,33.123,58.971,9.4767,31.983
6/1/10,2.7678,32.438,57.113,9.4844,30.987
6/2/10,2.8004,32.157,57.65,9.514,31.868
6/4/10,2.7924,30.557,55.974,9.538,31.153
6/7/10,2.7597,30.146,54.06,9.565,31.112
6/8/10,2.7841,30.307,53.936,9.511,30.73
6/9/10,2.7516,30.541,54.48,9.518,30.82
6/10/10,2.7597,31.353,56.333,9.524,30.896
6/11/10,2.8086,30.871,57.111,9.531,31.069
6/14/10,2.89,30.79,58.519,9.545,31.735
6/15/10,2.9062,30.951,59.199,9.713,31.776
6/16/10,2.8818,30.991,57.808,9.612,31.992
6/17/10,2.8643,30.107,56.605,9.571,31.61
6/18/10,2.89,29.665,58.304,9.78,31.934
6/21/10,2.89,30.347,58.674,9.72,32.066
6/22/10,2.89,30.604,57.13,9.647,31.793
6/23/10,2.8086,30.355,55.586,9.511,31.235
6/24/10,2.7924,30.347,55.895,9.612,31.028
6/25/10,2.7841,30.75,56.821,9.672,31.153
6/28/10,2.7354,30.549,56.975,9.693,31.153
6/29/10,2.7109,29.705,55.029,9.586,30.239
6/30/10,2.6811,29.299,54.721,9.65,29.475
7/1/10,2.7516,29.061,54.66,9.632,29.558
7/2/10,2.8086,29.504,56.203,9.848,30.72
7/5/10,2.7597,29.479,56.605,9.835,30.572
7/6/10,2.8004,30.347,57.438,10.05,30.945
7/7/10,2.776,30.107,56.821,10.117,30.978
7/8/10,2.7841,30.058,57.438,10.117,30.903
7/9/10,2.7894,30.066,57.408,10.246,30.845
7/12/10,2.8226,30.388,58.489,10.3,31.403
7/13/10,2.8643,30.951,58.858,10.321,31.651
7/14/10,2.8226,31.424,58.674,10.287,32.066
7/15/10,2.8492,31.433,59.106,10.254,31.983
7/16/10,2.806,31.047,57.964,10.254,31.943
7/19/10,2.806,30.935,58.179,10.387,31.899
7/20/10,2.7977,30.533,58.519,10.254,31.486
7/21/10,2.881,30.871,61.515,10.394,32.208
7/22/10,2.9226,31.353,64.663,10.394,32.523
7/23/10,2.9725,31.916,64.232,10.387,32.974
7/26/10,2.9476,32.92,66.023,10.415,33.229
7/27/10,2.9392,32.92,65.467,10.294,33.031
7/28/10,2.9641,32.277,64.849,10.49,32.897
7/29/10,2.9558,32.004,65.961,10.638,32.856
7/30/10,2.9558,31.513,65.899,10.732,32.441
8/2/10,2.9558,32.977,67.938,11.029,34.185
8/3/10,2.9558,32.961,67.567,11.029,34.434
8/4/10,2.9476,33.033,67.938,11.103,34.833
8/5/10,2.9308,32.88,67.938,11.332,34.842
8/6/10,2.9476,32.767,67.875,11.535,34.892
8/9/10,2.9308,32.655,67.505,11.54,34.309
8/10/10,2.9059,31.884,66.083,11.399,33.412
8/11/10,2.9142,31.514,63.861,11.339,32.831
8/12/10,2.9142,31.594,64.293,11.266,33.471
8/13/10,2.8894,30.871,65.899,11.231,32.523
8/16/10,2.8894,31.353,66.64,11.062,33.229
8/17/10,2.8894,31.916,67.135,11.266,33.779
8/18/10,2.9226,32.325,66.64,11.266,33.097
8/19/10,2.9142,31.594,66.083,11.399,32.731
8/20/10,2.9059,31.336,64.788,11.332,32.1
8/23/10,2.9308,31.514,65.405,11.468,32.59
8/24/10,2.8894,30.549,63.861,11.326,31.528
8/25/10,2.9142,30.146,63.244,11.468,31.153
8/26/10,2.9059,30.316,64.356,11.312,31.618
8/27/10,2.9392,30.871,65.467,11.399,32.315
8/30/10,2.8976,30.589,65.653,11.332,31.735
8/31/10,2.9308,30.633,66.023,11.561,32.306
9/1/10,2.8727,30.597,66.764,11.603,33.229
9/2/10,2.806,31.152,67.752,11.595,33.147
9/3/10,2.7894,31.16,68.555,11.535,33.563
9/6/10,2.8144,31.446,69.728,11.198,33.812
9/7/10,2.8393,31.899,68.493,11.13,33.479
9/8/10,2.8727,32.636,69.297,11.44,34.06
9/9/10,2.8727,32.639,68.988,11.468,34.234
9/10/10,2.8894,32.566,69.358,11.454,34.06
9/13/10,2.8727,33.202,71.582,11.609,34.11
9/14/10,2.8894,32.88,71.582,11.636,34.227
9/15/10,2.8976,32.961,71.644,11.668,34.227
9/16/10,2.9308,32.687,71.582,11.468,33.637
9/17/10,3.0058,33.355,71.52,11.266,32.939
9/20/10,2.9558,33.684,71.396,11.48,33.312
9/21/10,2.9558,34.713,71.459,11.864,33.645
9/22/10,2.9226,34.93,71.026,11.864,33.479
9/23/10,2.881,34.922,70.717,11.838,32.939
9/24/10,2.9308,36.578,71.582,11.838,33.437
9/27/10,2.9142,35.831,71.459,11.939,33.637
9/28/10,2.9308,35.05,70.285,11.939,32.856
9/29/10,3.014,35.119,72.57,11.899,32.914
9/30/10,2.9976,35.404,72.446,12.128,33.229
10/1/10,2.9891,35.857,73.743,12.277,33.055
10/4/10,2.9976,36.167,73.805,12.236,32.974
10/5/10,2.9808,36.863,76.029,12.581,33.263
10/6/10,3.0058,36.176,78.128,12.296,33.429
10/7/10,2.9976,36.409,77.264,11.805,32.557
10/8/10,3.0308,35.933,75.349,11.649,32.357
10/11/10,3.0058,35.855,76.461,11.703,32.805
10/12/10,2.9891,35.974,77.819,11.906,33.147
10/13/10,2.9808,36.82,81.218,12.445,33.977
10/14/10,2.9725,37.215,81.218,12.344,33.969
10/15/10,2.9641,36.863,81.218,12.142,33.147
10/18/10,2.9226,37.466,81.463,12.209,32.897
10/19/10,2.8894,36.98,77.264,12.007,32.523
10/20/10,2.9142,37.065,76.892,12.007,32.598
10/21/10,2.9558,38.566,77.758,11.954,33.063
10/22/10,3.0058,38.322,77.51,12.007,32.939
10/25/10,3.014,37.735,80.599,11.75,32.773
10/26/10,3.0474,37.231,79.672,11.946,33.055
10/27/10,3.0224,37.903,77.819,12.142,33.072
10/28/10,2.9976,37.441,77.881,12.142,33.147
10/29/10,3.0799,37.736,79.052,12.243,33.404
11/2/10,3.089,38.49,81.093,12.209,34.143
11/3/10,3.0808,38.322,79.055,12.277,34.609
11/4/10,3.1141,39.253,82.576,12.344,36.886
11/5/10,3.1807,38.824,83.069,12.142,38.064
11/8/10,3.2057,38.783,82.822,12.142,37.383
11/9/10,3.2223,38.372,88.936,12.203,38.629
11/10/10,3.214,37.978,84.551,11.96,37.226
11/12/10,3.2556,38.49,85.849,12.27,36.886
11/15/10,3.1891,38.078,84.736,12.074,36.718
11/16/10,3.1639,37.608,82.76,12.175,35.722
11/17/10,3.1308,37.315,82.822,12.034,35.697
11/18/10,3.1225,37.056,85.849,11.792,35.846
11/19/10,3.139,35.983,85.047,11.777,35.805
11/22/10,3.0974,35.471,85.602,11.703,35.888
11/23/10,3.1225,35.454,83.193,11.744,36.054
11/24/10,3.0808,36.468,85.293,11.812,36.553
11/25/10,3.0391,36.603,84.798,11.852,37.268
11/26/10,2.9976,36.226,84.613,11.636,36.926
11/29/10,3.014,35.555,83.563,11.379,36.22
11/30/10,2.8894,36.057,82.76,10.908,35.888
12/1/10,2.9976,36.778,85.91,11.332,37.301
12/2/10,3.0058,37.282,87.206,11.299,38.622
12/3/10,3.0558,37.567,89.493,11.468,38.381
12/6/10,3.1225,37.978,93.819,11.527,38.505
12/7/10,3.1141,37.324,98.202,11.569,39.851
12/8/10,3.0974,37.441,98.512,11.198,40.042
12/9/10,3.089,37.408,97.347,11.231,40.665
12/10/10,3.1057,37.399,98.752,11.204,40.54
12/13/10,3.0641,37.399,100.66,11.346,40.707
12/14/10,3.089,37.441,99.376,11.494,40.157
12/15/10,3.0558,37.735,98.453,11.717,40.142
12/16/10,3.0474,37.224,95.106,11.237,39.875
12/17/10,2.9976,37.558,95.737,11.096,40.133
12/20/10,2.9976,36.393,97.522,10.995,40.076
12/21/10,3.0058,36.813,100.61,11.266,40.707
12/22/10,2.9976,36.77,100.79,11.19,40.707
12/23/10,3.0224,36.687,100.66,11.36,40.548
12/27/10,3.0224,36.226,100.36,11.366,40.124
12/28/10,2.9641,35.898,100.73,11.332,39.404
12/29/10,2.9725,36.804,102.52,11.459,40.124
12/30/10,2.9808,37.148,103.7,11.262,39.046
12/31/10,2.9687,36.353,106.84,11.028,38.047
1/3/11,2.9976,36.393,105,12.142,39.286
1/4/11,2.9976,35.646,105.61,11.137,38.057
1/5/11,2.9808,34.968,102.84,11.306,37.541
1/7/11,2.9891,33.751,100.36,11.332,37.633
1/10/11,2.9142,33.869,99.68,11.19,36.926
1/11/11,2.9059,33.978,103.14,11.022,37.159
1/12/11,2.9476,34.354,110.05,11.056,39.469
1/13/11,2.8976,34.59,111.17,10.981,39.577
1/14/11,2.8727,34.632,108.39,10.596,39.544
1/17/11,2.881,34.632,109.19,10.893,40.042
1/18/11,2.9392,35.974,115.8,10.954,40.707
1/19/11,2.9808,35.974,112.1,10.792,39.717
